Max age of victim,Min age of victim,Average age of victim,Standard deviation of age of victim,Most common victim's sex,*Most common victim's sex,%*,Most common victim's age,*Most common victim's age,%*,Most common crime,*Most common crime,%*,Most used weapon,*Most used weapon,%*
78,0,33.45333333333333,21.010025120298064,M,39.0,0,14.000000000000002,BATTERY - SIMPLE ASSAULT,11.0,***STRONG-ARM (HANDS*,21.0
